SelectedVars,N,test_auc_mean,test_auc_std,best_nrounds,val_auc,time_secs
PersonalField66,103,0.902474,0.000978,111,0.902288109,18
PersonalField67,104,0.902514,0.000976,150,0.902265691,18
PersonalField68,105,0.902503,0.000942,134,0.90225307,18
PersonalField69,106,0.90249,0.001018,132,0.902307524,18
PersonalField70,107,0.90249,0.001018,132,0.90239638,18
PersonalField71,108,0.90249,0.001018,132,0.902377438,18
PersonalField72,109,0.902536,0.000938,149,0.902421924,18
PersonalField73,110,0.90249,0.001018,132,0.90237554,18
PersonalField74,111,0.902579,0.000834,138,0.902511656,19
PersonalField75,112,0.903154,0.000877,115,0.90296467,19
PersonalField76,113,0.9039,0.001067,137,0.903808076,19
PersonalField77,114,0.904203,0.001173,114,0.904194327,19
PersonalField78,115,0.903602,0.00095,140,0.903828427,20
PersonalField79,116,0.90463,0.000859,104,0.904608798,18
PersonalField80,117,0.905035,0.000834,96,0.905237003,18
PersonalField81,118,0.905633,0.000698,111,0.905730789,18
PersonalField82,119,0.906773,0.000976,150,0.90700478,19
PersonalField83,120,0.905717,0.000665,109,0.90575718,18
PersonalField84,121,0.903932,0.001438,111,0.904294063,19
PropertyField1A,122,0.905902,0.000961,88,0.905789933,21
PropertyField1B,123,0.905892,0.000723,87,0.905732042,21
PropertyField2A,124,0.90309,0.000892,95,0.902999206,18
PropertyField2B,125,0.902628,0.000599,95,0.90310138,21
PropertyField3,126,0.902912,0.001185,110,0.902461812,18
PropertyField4,127,0.902888,0.001117,124,0.902369025,19
PropertyField5,128,0.90249,0.001018,132,0.902307524,18
PropertyField7,129,0.909423,0.00034,124,0.909661299,20
PropertyField8,130,0.905339,0.000835,134,0.904772908,19
PropertyField9,131,0.90249,0.001018,132,0.902307524,18
PropertyField10,132,0.902545,0.000947,134,0.902298051,19
PropertyField11A,133,0.902627,0.001109,96,0.90246893,18
PropertyField11B,134,0.904268,0.00099,108,0.904096229,19
PropertyField12,135,0.90562,0.000596,84,0.905708391,19
PropertyField13,136,0.905603,0.00052,117,0.905132771,19
PropertyField14,137,0.903624,0.000919,98,0.903545783,19
PropertyField15,138,0.904824,0.000872,107,0.904712678,20
PropertyField16A,139,0.904426,0.001099,87,0.904630217,21
PropertyField16B,140,0.904361,0.001134,87,0.904510695,21
PropertyField17,141,0.903694,0.000664,98,0.903974933,20
PropertyField18,142,0.906064,0.000758,116,0.905970202,20
PropertyField19,143,0.902903,0.001217,134,0.90273132,19
PropertyField20,144,0.90249,0.001018,132,0.902307524,18
PropertyField21A,145,0.905557,0.00062,110,0.9062371,21
PropertyField21B,146,0.905445,0.000813,99,0.906083783,21
PropertyField22,147,0.902793,0.000984,150,0.902439046,19
PropertyField23,148,0.903179,0.000743,87,0.903635982,19
PropertyField24A,149,0.904275,0.000665,95,0.904674592,21
PropertyField24B,150,0.904319,0.000643,87,0.904433311,21
PropertyField25,151,0.909028,0.001219,108,0.909252225,19
PropertyField26A,152,0.904079,0.000771,74,0.904279458,20
PropertyField26B,153,0.904032,0.000693,74,0.904217957,21
PropertyField27,154,0.90417,0.00098,89,0.904151812,19
PropertyField28,155,0.902445,0.001283,116,0.902370172,19
PropertyField29,156,0.90249,0.001018,132,0.902307524,18
PropertyField30,157,0.902687,0.00089,95,0.902207069,18
PropertyField31,158,0.903977,0.000678,96,0.904269547,19
PropertyField32,159,0.903977,0.001118,139,0.903975259,19
PropertyField33,160,0.904431,0.000642,81,0.904829116,19
PropertyField34,161,0.911771,0.000501,141,0.910980806,19
PropertyField35,162,0.906652,0.000968,111,0.906037796,19
PropertyField36,163,0.902694,0.001239,108,0.902617806,18
PropertyField38,164,0.903619,0.000797,87,0.903532079,18
PropertyField39A,165,0.903833,0.000496,84,0.904237122,21
PropertyField39B,166,0.903493,0.000363,87,0.904111961,21
GeographicField1A,167,0.902181,0.000393,121,0.902303424,21
GeographicField1B,168,0.902181,0.000591,77,0.902087289,21
GeographicField2A,169,0.904164,0.000807,87,0.904534859,21
GeographicField2B,170,0.904187,0.000633,92,0.904589462,21
GeographicField3A,171,0.902188,0.001441,110,0.902954701,21
GeographicField3B,172,0.902339,0.001238,77,0.902562777,21
GeographicField4A,173,0.902442,0.000741,110,0.90297138,21
GeographicField4B,174,0.902783,0.000776,87,0.903060214,21
GeographicField5A,175,0.902745,0.000888,115,0.902454043,18
GeographicField5B,176,0.909727,0.000725,87,0.909717968,20
GeographicField6A,177,0.914163,0.000541,84,0.913818975,20
GeographicField6B,178,0.914362,0.000655,97,0.91411366,21
GeographicField7A,179,0.913393,0.000133,87,0.913500899,21
GeographicField7B,180,0.913619,0.000475,108,0.913766193,21
GeographicField8A,181,0.914007,0.00102,104,0.913679768,20
GeographicField8B,182,0.913826,0.000702,93,0.913865785,21
GeographicField9A,183,0.913574,0.00057,101,0.913808357,21
GeographicField9B,184,0.91364,0.000377,88,0.913905371,21
GeographicField10B,185,0.90249,0.001018,132,0.902307524,18
GeographicField11A,186,0.914473,0.000552,96,0.914087399,20
GeographicField11B,187,0.914445,0.000522,105,0.914122909,21
GeographicField12A,188,0.914666,0.000374,74,0.914468228,20
GeographicField12B,189,0.914278,0.000539,112,0.914294243,21
GeographicField13A,190,0.914126,0.000838,133,0.914218819,21
GeographicField13B,191,0.913938,0.000578,75,0.914320942,21
GeographicField14A,192,0.90325,0.001075,150,0.903333049,19
GeographicField14B,193,0.912216,0.000894,84,0.912605101,20
GeographicField15A,194,0.911745,0.00041,107,0.911560562,21
GeographicField15B,195,0.912358,0.00037,112,0.912398413,21
GeographicField16A,196,0.913511,0.001051,87,0.913407256,21
GeographicField16B,197,0.913316,0.000855,113,0.913766476,21
GeographicField17A,198,0.903726,0.000746,107,0.904061959,20
GeographicField17B,199,0.911902,0.000393,77,0.912117807,21
GeographicField18A,200,0.902594,0.000936,93,0.902524047,18
GeographicField18B,201,0.905219,0.000919,74,0.905672052,21
GeographicField19A,202,0.911899,0.000426,87,0.911662458,21
GeographicField19B,203,0.911756,0.000445,75,0.911627656,21
GeographicField20A,204,0.910156,0.000697,110,0.910348726,21
GeographicField20B,205,0.910208,0.000653,94,0.91052412,21
GeographicField21A,206,0.902615,0.001097,99,0.902351302,18
GeographicField21B,207,0.910884,0.000473,87,0.910636389,21
GeographicField22A,208,0.902629,0.001141,111,0.902233098,18
GeographicField22B,209,0.908692,0.000642,74,0.908253121,19
GeographicField23A,210,0.903361,0.001084,141,0.903191861,19
GeographicField23B,211,0.91188,2.30E-05,120,0.911658865,21
GeographicField24A,212,0.908638,0.000276,74,0.908742736,20
GeographicField24B,213,0.908902,0.000517,97,0.90900565,21
GeographicField25A,214,0.907779,0.00013,110,0.907797005,21
GeographicField25B,215,0.909633,0.000621,114,0.909950077,21
GeographicField26A,216,0.907874,0.000109,121,0.907904296,21
GeographicField26B,217,0.90933,0.000326,111,0.909314397,21
GeographicField27A,218,0.906768,0.000383,116,0.906646259,21
GeographicField27B,219,0.907309,8.00E-05,112,0.907206293,22
GeographicField28A,220,0.902896,0.000669,74,0.903538667,21
GeographicField28B,221,0.903093,0.000429,66,0.903541683,21
GeographicField29A,222,0.90249,0.00115,87,0.902881864,21
GeographicField29B,223,0.902572,0.001073,92,0.90295175,21
GeographicField30A,224,0.903955,0.000727,74,0.903423761,20
GeographicField30B,225,0.90404,0.000459,84,0.903418166,21
GeographicField31A,226,0.902078,0.000784,87,0.902056357,21
GeographicField31B,227,0.902191,0.00084,95,0.902154572,21
GeographicField32A,228,0.903372,0.000101,84,0.903276699,21
GeographicField32B,229,0.903248,0.000465,74,0.903290908,21
GeographicField33A,230,0.903762,0.000497,87,0.903690204,21
GeographicField33B,231,0.903618,0.000478,87,0.903788692,21
GeographicField34A,232,0.90349,0.000665,87,0.903109716,21
GeographicField34B,233,0.903394,0.000473,84,0.903235073,21
GeographicField35A,234,0.904618,0.000924,74,0.904547697,20
GeographicField35B,235,0.904557,0.00088,88,0.904646415,21
GeographicField36A,236,0.904148,0.000368,66,0.903958751,20
GeographicField36B,237,0.90411,0.000385,78,0.903892522,21
GeographicField37A,238,0.90244,0.000433,126,0.902980394,22
GeographicField37B,239,0.902145,0.000788,112,0.902845575,22
GeographicField38A,240,0.905715,0.000506,74,0.90522443,21
GeographicField38B,241,0.905643,0.00038,74,0.905306882,21
GeographicField39A,242,0.903885,0.000678,81,0.904180474,20
GeographicField39B,243,0.903786,0.00088,87,0.904189495,21
GeographicField40A,244,0.90897,8.60E-05,74,0.908626641,20
GeographicField40B,245,0.909543,5.50E-05,78,0.909201834,21
GeographicField41A,246,0.911209,0.000372,77,0.91115117,20
GeographicField41B,247,0.911422,0.000309,77,0.911447745,21
GeographicField42A,248,0.905086,0.00018,84,0.904970492,21
GeographicField42B,249,0.904849,0.00034,111,0.905099191,21
GeographicField43A,250,0.904597,1.60E-05,81,0.904888758,20
GeographicField43B,251,0.904761,0.00018,95,0.905139356,21
GeographicField44A,252,0.90765,0.000499,81,0.906392128,20
GeographicField44B,253,0.90806,0.000411,87,0.906512148,21
GeographicField45A,254,0.906234,0.000868,93,0.906250523,20
GeographicField45B,255,0.907016,0.000882,105,0.906463163,21
GeographicField46A,256,0.905981,0.000343,107,0.906397567,21
GeographicField46B,257,0.905711,7.70E-05,74,0.906244239,21
GeographicField47A,258,0.909534,0.000296,87,0.910026696,20
GeographicField47B,259,0.909915,0.000399,86,0.909956303,21
GeographicField48A,260,0.903077,0.000897,114,0.903608945,21
GeographicField48B,261,0.903234,0.000832,88,0.903563967,21
GeographicField49A,262,0.903478,0.000664,99,0.903676895,21
GeographicField49B,263,0.903437,0.000771,87,0.903807467,21
GeographicField50A,264,0.90229,0.000852,82,0.902788566,21
GeographicField50B,265,0.902282,0.001112,74,0.902366853,21
GeographicField51A,266,0.903904,0.000495,88,0.903764012,21
GeographicField51B,267,0.903706,0.000364,95,0.904095321,21
GeographicField52A,268,0.903742,0.000711,87,0.903637461,21
GeographicField52B,269,0.903526,0.000737,87,0.903684085,21
GeographicField53A,270,0.902889,0.001012,87,0.902691038,21
GeographicField53B,271,0.902647,0.000577,81,0.902790614,21
GeographicField54A,272,0.90283,6.00E-04,87,0.903275751,21
GeographicField54B,273,0.902916,0.000712,87,0.903333497,21
GeographicField55A,274,0.902317,0.000577,87,0.902396413,21
GeographicField55B,275,0.902204,0.000718,87,0.902733006,21
GeographicField56A,276,0.902515,0.000937,95,0.902259062,18
GeographicField56B,277,0.902577,0.000515,92,0.902640864,21
GeographicField57A,278,0.901838,0.000485,83,0.90188845,21
GeographicField57B,279,0.901935,0.000585,84,0.901821078,21
GeographicField58A,280,0.901199,0.000893,75,0.902270704,21
GeographicField58B,281,0.901704,0.001038,74,0.902351805,21
GeographicField59A,282,0.902924,0.001062,86,0.902747567,21
GeographicField59B,283,0.90322,0.001277,119,0.903191772,22
GeographicField60A,284,0.902525,0.000926,110,0.902334059,18
GeographicField60B,285,0.902463,0.001222,74,0.902654514,21
GeographicField61A,286,0.902347,0.000951,109,0.902140244,18
GeographicField61B,287,0.902219,0.000513,87,0.902183467,21
GeographicField62A,288,0.902501,0.001074,107,0.902297265,18
GeographicField62B,289,0.902251,0.000924,95,0.902161425,21
GeographicField63,290,0.902656,0.001028,144,0.90226556,19
GeographicField64,291,0.914125,0.000319,88,0.913663713,19
year,292,0.902313,0.001066,110,0.902037791,19
month,293,0.902158,0.000754,107,0.902432739,20
day,294,0.902077,0.000616,74,0.902470462,18
