eta,max_depth,min_child_weight,subsample,colsample_bytree,nrounds,N,best_nrounds,test_auc_mean,test_auc_std,val_auc,time_secs
0.1,5,10,0.9,1,350,45,275,0.963743,0.000396,0.964889095,344
0.1,5,10,1,0.6,350,46,292,0.96378,0.000263,0.964804681,262
0.1,5,10,1,0.7,350,47,294,0.963691,0.000359,0.964882842,283
0.1,5,10,1,0.8,350,48,294,0.963848,0.000279,0.964977058,299
0.1,5,10,1,0.9,350,49,324,0.963727,9.10E-05,0.964870376,354
0.1,5,10,1,1,350,50,288,0.963764,0.000193,0.964772703,361
0.1,5,15,0.6,0.6,350,51,293,0.963025,0.000283,0.964451505,281
0.1,5,15,0.6,0.7,350,52,288,0.963077,0.000351,0.964155094,302
0.1,5,15,0.6,0.8,350,53,292,0.962917,0.000513,0.9641741,348
0.1,5,15,0.6,0.9,350,54,293,0.962971,0.000389,0.964535107,369
0.1,5,15,0.6,1,350,55,246,0.963322,0.000345,0.964239504,339
0.1,5,15,0.7,0.6,350,56,293,0.963397,0.000346,0.964566705,311
0.1,5,15,0.7,0.7,350,57,280,0.963324,0.000579,0.96458175,297
0.1,5,15,0.7,0.8,350,58,257,0.963295,0.000168,0.964508133,325
0.1,5,15,0.7,0.9,350,59,259,0.963243,0.000382,0.964644552,327
0.1,5,15,0.7,1,350,60,282,0.963227,0.000397,0.964713553,380
0.1,5,15,0.8,0.6,350,61,273,0.963627,0.000271,0.964845202,285
0.1,5,15,0.8,0.7,350,62,235,0.963667,0.000273,0.964748105,260
0.1,5,15,0.8,0.8,350,63,269,0.963509,4.00E-04,0.964744218,302
0.1,5,15,0.8,0.9,350,64,328,0.963359,0.000231,0.964856001,353
0.1,5,15,0.8,1,350,65,287,0.963622,0.000306,0.964695926,348
0.1,5,15,0.9,0.6,350,66,296,0.963795,0.000373,0.964759206,275
0.1,5,15,0.9,0.7,350,67,283,0.963456,0.000133,0.964929818,277
0.1,5,15,0.9,0.8,350,68,275,0.963554,0.000262,0.96480309,280
0.1,5,15,0.9,0.9,350,69,274,0.963676,0.000579,0.964871336,294
0.1,5,15,0.9,1,350,70,283,0.963717,0.000463,0.964991455,331
0.1,5,15,1,0.6,350,71,338,0.963893,0.000233,0.964954474,267
0.1,5,15,1,0.7,350,72,326,0.963868,0.000307,0.964883667,279
0.1,5,15,1,0.8,350,73,285,0.963644,0.000487,0.964731677,295
0.1,5,15,1,0.9,350,74,344,0.963664,0.000463,0.965000779,327
0.1,5,15,1,1,350,75,317,0.963749,0.000505,0.964886162,328
0.1,6,5,0.6,0.6,250,76,188,0.963049,0.000554,0.964128435,148
0.1,6,5,0.6,0.7,250,77,195,0.962848,0.000539,0.964016086,168
0.1,6,5,0.6,0.8,250,78,237,0.962926,0.000188,0.963761228,212
0.1,6,5,0.6,0.9,250,79,186,0.962812,0.000366,0.964290136,205
0.1,6,5,0.6,1,250,80,173,0.963064,0.000472,0.964171672,218
0.1,6,5,0.7,0.6,250,81,205,0.963288,0.000203,0.964397258,164
0.1,6,5,0.7,0.7,250,82,208,0.96309,0.000457,0.96452416,183
0.1,6,5,0.7,0.8,250,83,189,0.963269,0.000274,0.964437162,194
0.1,6,5,0.7,0.9,250,84,191,0.963297,0.000502,0.964308256,214
0.1,6,5,0.7,1,250,85,159,0.963273,7.70E-05,0.964120391,218
0.1,6,5,0.8,0.6,250,86,204,0.963488,0.000308,0.964548461,173
0.1,6,5,0.8,0.7,250,87,192,0.963221,0.000393,0.964553266,183
0.1,6,5,0.8,0.8,250,88,215,0.963375,0.000403,0.964573382,212
0.1,6,5,0.8,0.9,250,89,222,0.963362,0.000326,0.96460897,236
0.1,6,5,0.8,1,250,90,221,0.963509,0.000228,0.964813187,268
0.1,6,5,0.9,0.6,250,91,217,0.963525,0.000235,0.964757318,175
0.1,6,5,0.9,0.7,250,92,249,0.963465,0.000442,0.964795175,209
0.1,6,5,0.9,0.8,250,93,211,0.963464,0.000223,0.964552014,219
0.1,6,5,0.9,0.9,250,94,188,0.963443,0.00041,0.964790356,230
0.1,6,5,0.9,1,250,95,189,0.963543,0.000325,0.964767099,241
0.1,6,5,1,0.6,250,96,213,0.963619,0.000192,0.964858269,182
0.1,6,5,1,0.7,250,97,208,0.963685,0.000276,0.964850416,195
0.1,6,5,1,0.8,250,98,222,0.963533,0.000243,0.964700775,227
0.1,6,5,1,0.9,250,99,246,0.963608,0.000225,0.964947634,259
0.1,6,5,1,1,250,100,195,0.963628,0.000227,0.964746042,255
0.1,6,10,0.6,0.6,250,101,177,0.962966,0.000345,0.964169905,194
0.1,6,10,0.6,0.7,250,102,209,0.962826,0.000387,0.964061622,212
0.1,6,10,0.6,0.8,250,103,148,0.962709,0.000472,0.964129411,214
0.1,6,10,0.6,0.9,250,104,173,0.962771,0.000182,0.964088571,253
0.1,6,10,0.6,1,250,105,180,0.963151,0.000207,0.96414323,267
0.1,6,10,0.7,0.6,250,106,206,0.963382,0.00029,0.964464881,211
0.1,6,10,0.7,0.7,250,107,196,0.963199,0.000276,0.964565583,226
0.1,6,10,0.7,0.8,250,108,188,0.96318,0.000162,0.9645717,232
0.1,6,10,0.7,0.9,250,109,202,0.963164,0.000518,0.96422807,257
0.1,6,10,0.7,1,250,110,167,0.963178,0.000257,0.964210595,272
0.1,6,10,0.8,0.6,250,111,199,0.963546,0.000263,0.964417021,219
0.1,6,10,0.8,0.7,250,112,232,0.963374,0.000279,0.964781735,248
0.1,6,10,0.8,0.8,250,113,220,0.963417,0.000205,0.964759484,266
0.1,6,10,0.8,0.9,250,114,228,0.963461,0.000489,0.964863764,306
0.1,6,10,0.8,1,250,115,196,0.96347,0.000349,0.964466913,295
0.1,6,10,0.9,0.6,250,116,193,0.963584,0.000374,0.964845604,198
0.1,6,10,0.9,0.7,250,117,189,0.963593,0.000208,0.964845744,236
0.1,6,10,0.9,0.8,250,118,225,0.96363,0.000579,0.96466218,281
0.1,6,10,0.9,0.9,250,119,173,0.963526,0.000526,0.964516465,270
0.1,6,10,0.9,1,250,120,175,0.96356,0.000268,0.964543998,293
0.1,6,10,1,0.6,250,121,203,0.963579,0.00032,0.964922822,192
0.1,6,10,1,0.7,250,122,234,0.963625,0.000292,0.964977334,263
0.1,6,10,1,0.8,250,123,204,0.963877,0.00035,0.964818804,267
0.1,6,10,1,0.9,250,124,207,0.963587,0.000267,0.964863828,268
0.1,6,10,1,1,250,125,212,0.963618,0.00033,0.964655932,308
0.1,6,15,0.6,0.6,250,126,199,0.963002,0.000495,0.96419273,239
0.1,6,15,0.6,0.7,250,127,208,0.962769,0.000336,0.964075083,261
0.1,6,15,0.6,0.8,250,128,182,0.962617,0.000302,0.964123151,284
0.1,6,15,0.6,0.9,250,129,193,0.962923,0.000581,0.964008726,300
0.1,6,15,0.6,1,250,130,178,0.962996,0.000287,0.964122167,317
0.1,6,15,0.7,0.6,250,131,199,0.963248,0.000155,0.964219783,269
0.1,6,15,0.7,0.7,250,132,196,0.963102,0.000174,0.964737501,278
0.1,6,15,0.7,0.8,250,133,193,0.963094,0.000336,0.964346395,282
0.1,6,15,0.7,0.9,250,134,206,0.963342,0.000175,0.964406454,310
0.1,6,15,0.7,1,250,135,197,0.963241,0.00015,0.964225833,310
0.1,6,15,0.8,0.6,250,136,199,0.963377,0.000272,0.964526969,245
0.1,6,15,0.8,0.7,250,137,228,0.963207,0.000486,0.964700836,282
0.1,6,15,0.8,0.8,250,138,235,0.963372,0.000379,0.964766424,320
0.1,6,15,0.8,0.9,250,139,209,0.96338,0.000186,0.964579933,320
0.1,6,15,0.8,1,250,140,221,0.963397,0.00034,0.964716388,347
0.1,6,15,0.9,0.6,250,141,232,0.963519,0.000311,0.964911259,286
0.1,6,15,0.9,0.7,250,142,229,0.963492,0.000318,0.964769889,292
0.1,6,15,0.9,0.8,250,143,249,0.963484,0.000474,0.964679731,316
0.1,6,15,0.9,0.9,250,144,203,0.963588,0.000432,0.964756714,298
0.1,6,15,0.9,1,250,145,194,0.963509,0.000211,0.96465812,318
0.1,6,15,1,0.6,250,146,241,0.963616,0.000205,0.964760351,252
0.1,6,15,1,0.7,250,147,221,0.96365,0.000378,0.965081299,253
0.1,6,15,1,0.8,250,148,245,0.963707,0.00041,0.964889302,263
0.1,6,15,1,0.9,250,149,229,0.963589,0.000351,0.965036127,292
0.1,6,15,1,1,250,150,197,0.963524,0.000301,0.964823517,294
0.1,7,5,0.6,0.6,200,151,141,0.962819,0.000495,0.964015979,130
0.1,7,5,0.6,0.7,200,152,154,0.962765,0.000433,0.964108314,153
0.1,7,5,0.6,0.8,200,153,119,0.962895,7.00E-04,0.964029177,152
0.1,7,5,0.6,0.9,200,154,119,0.9627,0.000493,0.963917694,169
0.1,7,5,0.6,1,200,155,147,0.963017,0.000139,0.964097695,203
0.1,7,5,0.7,0.6,200,156,160,0.962961,0.000137,0.964256255,147
0.1,7,5,0.7,0.7,200,157,148,0.9631,0.000624,0.964304737,160
0.1,7,5,0.7,0.8,200,158,140,0.962868,0.000336,0.964270204,169
0.1,7,5,0.7,0.9,200,159,154,0.962998,0.000176,0.964394639,197
0.1,7,5,0.7,1,200,160,142,0.96307,0.000444,0.964164059,207
0.1,7,5,0.8,0.6,200,161,161,0.96313,0.000307,0.964198732,154
0.1,7,5,0.8,0.7,200,162,146,0.962998,0.000186,0.96438909,165
0.1,7,5,0.8,0.8,200,163,161,0.96339,0.000333,0.964276129,187
0.1,7,5,0.8,0.9,200,164,157,0.96323,0.000307,0.964440835,206
0.1,7,5,0.8,1,200,165,146,0.963101,0.000196,0.964213348,219
0.1,7,5,0.9,0.6,200,166,168,0.963424,0.000241,0.96466423,168
0.1,7,5,0.9,0.7,200,167,138,0.963359,0.000441,0.964546649,157
0.1,7,5,0.9,0.8,200,168,176,0.963326,0.000458,0.96466501,201
0.1,7,5,0.9,0.9,200,169,188,0.963419,0.000267,0.964579128,227
0.1,7,5,0.9,1,200,170,159,0.963405,0.00043,0.964492969,225
0.1,7,5,1,0.6,200,171,171,0.963524,0.000258,0.964702616,165
0.1,7,5,1,0.7,200,172,169,0.963389,0.000173,0.964826402,183
0.1,7,5,1,0.8,200,173,156,0.963516,0.000425,0.964757666,197
0.1,7,5,1,0.9,200,174,175,0.963391,0.000333,0.96464235,225
0.1,7,5,1,1,200,175,177,0.963411,0.000144,0.964653913,248
0.1,7,10,0.6,0.6,200,176,139,0.962943,0.00027,0.964347814,170
0.1,7,10,0.6,0.7,200,177,153,0.962907,0.000554,0.96414911,194
0.1,7,10,0.6,0.8,200,178,148,0.963046,0.000408,0.963986285,197
0.1,7,10,0.6,0.9,200,179,133,0.962816,0.000341,0.964112936,228
0.1,7,10,0.6,1,200,180,141,0.962937,0.000455,0.964227244,238
0.1,7,10,0.7,0.6,200,181,144,0.963117,0.00035,0.964181494,171
0.1,7,10,0.7,0.7,200,182,139,0.963012,0.000533,0.96453184,187
0.1,7,10,0.7,0.8,200,183,159,0.963028,0.000435,0.964592935,227
0.1,7,10,0.7,0.9,200,184,147,0.963015,0.000369,0.964522849,237
0.1,7,10,0.7,1,200,185,151,0.963163,0.000293,0.964247768,250
0.1,7,10,0.8,0.6,200,186,166,0.963241,0.000517,0.964450312,193
0.1,7,10,0.8,0.7,200,187,167,0.96303,0.000437,0.964641155,224
0.1,7,10,0.8,0.8,200,188,160,0.963259,0.000284,0.964641759,230
0.1,7,10,0.8,0.9,200,189,168,0.963154,0.000342,0.964666561,262
0.1,7,10,0.8,1,200,190,196,0.963076,0.000204,0.964319125,292
0.1,7,10,0.9,0.6,200,191,173,0.96337,0.000225,0.96454806,190
0.1,7,10,0.9,0.7,200,192,172,0.963425,0.000472,0.964725962,211
0.1,7,10,0.9,0.8,200,193,147,0.963414,0.000378,0.964732249,228
0.1,7,10,0.9,0.9,200,194,166,0.963585,0.000194,0.964659703,255
0.1,7,10,0.9,1,200,195,170,0.963438,0.000288,0.964587892,265
0.1,7,10,1,0.6,200,196,197,0.963633,0.000295,0.964921181,221
0.1,7,10,1,0.7,200,197,171,0.963653,3.50E-05,0.964725518,208
0.1,7,10,1,0.8,200,198,188,0.963528,0.000497,0.964760244,265
0.1,7,10,1,0.9,200,199,197,0.963517,0.000371,0.964863863,290
0.1,7,10,1,1,200,200,200,0.963576,0.000248,0.964753342,337
0.1,7,15,0.6,0.6,200,201,158,0.96272,0.000387,0.964171254,199
0.1,7,15,0.6,0.7,200,202,154,0.962647,0.000413,0.964124863,216
0.1,7,15,0.6,0.8,200,203,129,0.962782,0.000365,0.963946884,235
0.1,7,15,0.6,0.9,200,204,151,0.962793,0.000175,0.964188754,268
0.1,7,15,0.6,1,200,205,151,0.962942,0.000256,0.964041338,281
0.1,7,15,0.7,0.6,200,206,155,0.963153,0.000192,0.9641275,237
0.1,7,15,0.7,0.7,200,207,173,0.962857,0.000109,0.964168227,255
0.1,7,15,0.7,0.8,200,208,196,0.962981,0.000261,0.96446904,278
0.1,7,15,0.7,0.9,200,209,148,0.963201,0.000412,0.964371339,288
0.1,7,15,0.7,1,200,210,153,0.963038,7.10E-05,0.964120144,279
0.1,7,15,0.8,0.6,200,211,165,0.963206,0.000272,0.964402226,256
0.1,7,15,0.8,0.7,200,212,161,0.962949,0.000225,0.964458408,245
0.1,7,15,0.8,0.8,200,213,179,0.963102,0.000208,0.964539966,308
0.1,7,15,0.8,0.9,200,214,146,0.963239,0.000102,0.964541053,245
0.1,7,15,0.8,1,200,215,166,0.963297,9.90E-05,0.964492532,290
0.1,7,15,0.9,0.6,200,216,161,0.96334,0.000237,0.96467797,235
0.1,7,15,0.9,0.7,200,217,172,0.963573,0.000421,0.964558804,238
0.1,7,15,0.9,0.8,200,218,165,0.963323,0.000338,0.964778022,286
0.1,7,15,0.9,0.9,200,219,171,0.963503,0.000498,0.964667594,271
0.1,7,15,0.9,1,200,220,172,0.963584,0.000295,0.964876675,345
0.1,7,15,1,0.6,200,221,178,0.963637,0.000275,0.96480613,218
0.1,7,15,1,0.7,200,222,166,0.963489,0.000239,0.96483648,276
0.1,7,15,1,0.8,200,223,174,0.963615,0.000217,0.964712556,280
0.1,7,15,1,0.9,200,224,199,0.963481,0.00031,0.964887245,315
0.1,7,15,1,1,200,225,147,0.9637,0.000312,0.964650714,259
0.1,8,5,0.6,0.6,150,226,132,0.962604,0.000642,0.963952853,126
0.1,8,5,0.6,0.7,150,227,121,0.962739,0.000583,0.964090836,135
0.1,8,5,0.6,0.8,150,228,117,0.962642,0.00058,0.964110382,147
0.1,8,5,0.6,0.9,150,229,117,0.962843,0.000372,0.963993939,165
0.1,8,5,0.6,1,150,230,89,0.962938,0.000423,0.96393403,157
0.1,8,5,0.7,0.6,150,231,148,0.963121,0.000114,0.964106253,142
0.1,8,5,0.7,0.7,150,232,139,0.962767,0.000632,0.964135057,153
0.1,8,5,0.7,0.8,150,233,98,0.962748,0.000431,0.96402033,140
0.1,8,5,0.7,0.9,150,234,109,0.962898,0.000314,0.964323571,166
0.1,8,5,0.7,1,150,235,133,0.963091,0.000107,0.964325667,200
0.1,8,5,0.8,0.6,150,236,127,0.963034,8.90E-05,0.964413243,140
0.1,8,5,0.8,0.7,150,237,108,0.962942,0.000331,0.9642839,136
0.1,8,5,0.8,0.8,150,238,146,0.962995,0.000301,0.964496695,184
0.1,8,5,0.8,0.9,150,239,121,0.963055,0.000411,0.964234197,174
0.1,8,5,0.8,1,150,240,117,0.963107,7.90E-05,0.964224643,193
0.1,8,5,0.9,0.6,150,241,139,0.963219,0.000147,0.964393424,149
0.1,8,5,0.9,0.7,150,242,125,0.963106,0.000457,0.964419648,162
0.1,8,5,0.9,0.8,150,243,128,0.963081,0.000449,0.964487374,168
0.1,8,5,0.9,0.9,150,244,140,0.963158,0.00024,0.964569505,202
0.1,8,5,0.9,1,150,245,126,0.963202,0.000359,0.964651675,206
0.1,8,5,1,0.6,150,246,132,0.963518,0.000265,0.96472794,151
0.1,8,5,1,0.7,150,247,115,0.963119,0.000221,0.964326112,157
0.1,8,5,1,0.8,150,248,143,0.963226,0.000288,0.964662621,182
0.1,8,5,1,0.9,150,249,131,0.963291,0.000157,0.964620662,194
0.1,8,5,1,1,150,250,150,0.963182,0.000328,0.964504669,229
0.1,8,10,0.6,0.6,150,251,121,0.962677,0.000293,0.96416863,156
0.1,8,10,0.6,0.7,150,252,105,0.962756,0.000625,0.96392605,162
0.1,8,10,0.6,0.8,150,253,134,0.962817,0.000486,0.963817958,197
0.1,8,10,0.6,0.9,150,254,109,0.962657,0.000291,0.964046194,204
0.1,8,10,0.6,1,150,255,117,0.962926,0.000399,0.964067523,218
0.1,8,10,0.7,0.6,150,256,113,0.963048,0.000233,0.964351353,159
0.1,8,10,0.7,0.7,150,257,144,0.963036,0.000253,0.964192443,194
0.1,8,10,0.7,0.8,150,258,125,0.962955,0.000366,0.964382991,210
0.1,8,10,0.7,0.9,150,259,121,0.962959,0.000345,0.964485804,221
0.1,8,10,0.7,1,150,260,114,0.962979,0.00035,0.964173947,222
0.1,8,10,0.8,0.6,150,261,147,0.963018,7.30E-05,0.964324088,189
0.1,8,10,0.8,0.7,150,262,140,0.963277,0.000358,0.964538933,210
0.1,8,10,0.8,0.8,150,263,111,0.962996,0.000295,0.964359104,192
0.1,8,10,0.8,0.9,150,264,150,0.963215,8.00E-05,0.964603191,230
0.1,8,10,0.8,1,150,265,142,0.96329,0.000288,0.964444128,242
0.1,8,10,0.9,0.6,150,266,129,0.963266,0.000313,0.964725734,184
0.1,8,10,0.9,0.7,150,267,130,0.963317,0.000584,0.964556034,196
0.1,8,10,0.9,0.8,150,268,145,0.963085,0.000245,0.964726983,224
0.1,8,10,0.9,0.9,150,269,144,0.963325,0.000215,0.96447618,247
0.1,8,10,0.9,1,150,270,145,0.963365,5.70E-05,0.964298375,261
0.1,8,10,1,0.6,150,271,136,0.963479,0.000263,0.964620138,194
0.1,8,10,1,0.7,150,272,137,0.963457,0.000312,0.964832569,194
0.1,8,10,1,0.8,150,273,143,0.963358,0.000226,0.964686578,235
0.1,8,10,1,0.9,150,274,129,0.963538,0.000453,0.964844949,249
0.1,8,10,1,1,150,275,142,0.963345,0.000253,0.964556988,269
0.1,8,15,0.6,0.6,150,276,103,0.962669,0.000235,0.963696094,190
0.1,8,15,0.6,0.7,150,277,121,0.962628,0.000654,0.964111894,208
0.1,8,15,0.6,0.8,150,278,115,0.962854,0.000382,0.963961141,201
0.1,8,15,0.6,0.9,150,279,129,0.962616,0.000552,0.964103564,245
0.1,8,15,0.6,1,150,280,119,0.962869,0.000228,0.964246488,254
0.1,8,15,0.7,0.6,150,281,117,0.962901,0.000238,0.964467062,187
0.1,8,15,0.7,0.7,150,282,114,0.963073,0.000374,0.964268215,230
0.1,8,15,0.7,0.8,150,283,129,0.962891,0.000271,0.964243606,239
0.1,8,15,0.7,0.9,150,284,121,0.963036,0.00035,0.964395066,252
0.1,8,15,0.7,1,150,285,115,0.963078,0.00014,0.964059534,258
0.1,8,15,0.8,0.6,150,286,142,0.963092,9.50E-05,0.964326923,219
0.1,8,15,0.8,0.7,150,287,139,0.963054,0.000389,0.964104409,244
0.1,8,15,0.8,0.8,150,288,136,0.962803,0.000197,0.964507739,231
0.1,8,15,0.8,0.9,150,289,114,0.963178,0.000417,0.964510083,235
0.1,8,15,0.8,1,150,290,147,0.963135,0.000289,0.964411767,312
0.1,8,15,0.9,0.6,150,291,134,0.963213,5.90E-05,0.964629035,209
0.1,8,15,0.9,0.7,150,292,136,0.963394,0.000477,0.964569021,261
0.1,8,15,0.9,0.8,150,293,149,0.963345,0.000408,0.964580804,239
0.1,8,15,0.9,0.9,150,294,120,0.963295,0.000493,0.964623708,269
0.1,8,15,0.9,1,150,295,149,0.96322,0.000295,0.96457033,268
0.1,8,15,1,0.6,150,296,144,0.963535,0.000307,0.96458787,242
0.1,8,15,1,0.7,150,297,135,0.963627,0.000286,0.964758384,246
0.1,8,15,1,0.8,150,298,148,0.963557,0.00029,0.964698325,244
0.1,8,15,1,0.9,150,299,148,0.963272,0.000194,0.964699639,312
0.1,8,15,1,1,150,300,141,0.963294,0.000485,0.964708829,280
